,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
236,0.9012,0.9481,0.9012,1.0,0,73,0,8,RGCN,Cora,0.1,81,81
237,0.8642,0.9272,0.8642,1.0,0,70,0,11,GCN,Cora,0.1,81,81
238,0.5926,0.7442,0.5926,1.0,0,48,0,33,SkipNodeGCN,Cora,0.1,81,81
239,0.8889,0.9412,0.8889,1.0,0,72,0,9,DropEdgeGCN,Cora,0.1,81,81
240,0.9663,0.9829,0.9663,1.0,0,86,0,3,RGCN,Cora,0.11,89,89
241,0.8539,0.9212,0.8539,1.0,0,76,0,13,GCN,Cora,0.11,89,89
242,0.6854,0.8133,0.6854,1.0,0,61,0,28,SkipNodeGCN,Cora,0.11,89,89
243,0.8764,0.9341,0.8764,1.0,0,78,0,11,DropEdgeGCN,Cora,0.11,89,89
244,0.9184,0.9574,0.9184,1.0,0,90,0,8,RGCN,Cora,0.12,98,98
245,0.8673,0.929,0.8673,1.0,0,85,0,13,GCN,Cora,0.12,98,98
246,0.7245,0.8402,0.7245,1.0,0,71,0,27,SkipNodeGCN,Cora,0.12,98,98
247,0.9388,0.9684,0.9388,1.0,0,92,0,6,DropEdgeGCN,Cora,0.12,98,98
248,0.9151,0.9557,0.9151,1.0,0,97,0,9,RGCN,Cora,0.13,106,106
249,0.9151,0.9557,0.9151,1.0,0,97,0,9,GCN,Cora,0.13,106,106
250,0.6415,0.7816,0.6415,1.0,0,68,0,38,SkipNodeGCN,Cora,0.13,106,106
251,0.9057,0.9505,0.9057,1.0,0,96,0,10,DropEdgeGCN,Cora,0.13,106,106
252,0.9211,0.9589,0.9211,1.0,0,105,0,9,RGCN,Cora,0.14,114,114
253,0.9035,0.9493,0.9035,1.0,0,103,0,11,GCN,Cora,0.14,114,114
254,0.6053,0.7541,0.6053,1.0,0,69,0,45,SkipNodeGCN,Cora,0.14,114,114
255,0.9035,0.9493,0.9035,1.0,0,103,0,11,DropEdgeGCN,Cora,0.14,114,114
256,0.918,0.9573,0.918,1.0,0,112,0,10,RGCN,Cora,0.15,122,122
257,0.9016,0.9483,0.9016,1.0,0,110,0,12,GCN,Cora,0.15,122,122
258,0.6967,0.8213,0.6967,1.0,0,85,0,37,SkipNodeGCN,Cora,0.15,122,122
259,0.8852,0.9391,0.8852,1.0,0,108,0,14,DropEdgeGCN,Cora,0.15,122,122
260,0.9692,0.9844,0.9692,1.0,0,126,0,4,RGCN,Cora,0.16,130,130
261,0.9077,0.9516,0.9077,1.0,0,118,0,12,GCN,Cora,0.16,130,130
262,0.6923,0.8182,0.6923,1.0,0,90,0,40,SkipNodeGCN,Cora,0.16,130,130
263,0.8692,0.93,0.8692,1.0,0,113,0,17,DropEdgeGCN,Cora,0.16,130,130
264,0.9568,0.9779,0.9568,1.0,0,133,0,6,RGCN,Cora,0.17,139,139
265,0.9137,0.9549,0.9137,1.0,0,127,0,12,GCN,Cora,0.17,139,139
266,0.6547,0.7913,0.6547,1.0,0,91,0,48,SkipNodeGCN,Cora,0.17,139,139
267,0.9281,0.9627,0.9281,1.0,0,129,0,10,DropEdgeGCN,Cora,0.17,139,139
268,0.9388,0.9684,0.9388,1.0,0,138,0,9,RGCN,Cora,0.18,147,147
269,0.9048,0.95,0.9048,1.0,0,133,0,14,GCN,Cora,0.18,147,147
270,0.6735,0.8049,0.6735,1.0,0,99,0,48,SkipNodeGCN,Cora,0.18,147,147
271,0.932,0.9648,0.932,1.0,0,137,0,10,DropEdgeGCN,Cora,0.18,147,147
272,0.9548,0.9769,0.9548,1.0,0,148,0,7,RGCN,Cora,0.19,155,155
273,0.9032,0.9492,0.9032,1.0,0,140,0,15,GCN,Cora,0.19,155,155
274,0.6129,0.76,0.6129,1.0,0,95,0,60,SkipNodeGCN,Cora,0.19,155,155
275,0.929,0.9632,0.929,1.0,0,144,0,11,DropEdgeGCN,Cora,0.19,155,155
276,0.9018,0.9484,0.9018,1.0,0,147,0,16,RGCN,Cora,0.2,163,163
277,0.8834,0.9381,0.8834,1.0,0,144,0,19,GCN,Cora,0.2,163,163
278,0.7362,0.8481,0.7362,1.0,0,120,0,43,SkipNodeGCN,Cora,0.2,163,163
279,0.9141,0.9551,0.9141,1.0,0,149,0,14,DropEdgeGCN,Cora,0.2,163,163
280,0.9649,0.9821,0.9649,1.0,0,165,0,6,RGCN,Cora,0.21,171,171
281,0.924,0.9605,0.924,1.0,0,158,0,13,GCN,Cora,0.21,171,171
282,0.6199,0.7653,0.6199,1.0,0,106,0,65,SkipNodeGCN,Cora,0.21,171,171
283,0.9064,0.9509,0.9064,1.0,0,155,0,16,DropEdgeGCN,Cora,0.21,171,171
284,0.9832,0.9915,0.9832,1.0,0,176,0,3,RGCN,Cora,0.22,179,179
285,0.933,0.9653,0.933,1.0,0,167,0,12,GCN,Cora,0.22,179,179
286,0.7654,0.8671,0.7654,1.0,0,137,0,42,SkipNodeGCN,Cora,0.22,179,179
