,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
250,0.9444,0.9714,0.9444,1.0,0,238,0,14,SkipNodeGCN,Photo,0.13,252,252
251,0.9127,0.9544,0.9127,1.0,0,230,0,22,DropEdgeGCN,Photo,0.13,252,252
252,0.9779,0.9888,0.9779,1.0,0,265,0,6,RGCN,Photo,0.14,271,271
253,0.9114,0.9537,0.9114,1.0,0,247,0,24,GCN,Photo,0.14,271,271
254,0.9114,0.9537,0.9114,1.0,0,247,0,24,SkipNodeGCN,Photo,0.14,271,271
255,0.9041,0.9496,0.9041,1.0,0,245,0,26,DropEdgeGCN,Photo,0.14,271,271
256,0.9553,0.9772,0.9553,1.0,0,278,0,13,RGCN,Photo,0.15,291,291
257,0.9313,0.9644,0.9313,1.0,0,271,0,20,GCN,Photo,0.15,291,291
258,0.9244,0.9607,0.9244,1.0,0,269,0,22,SkipNodeGCN,Photo,0.15,291,291
259,0.9381,0.9681,0.9381,1.0,0,273,0,18,DropEdgeGCN,Photo,0.15,291,291
260,0.9548,0.9769,0.9548,1.0,0,296,0,14,RGCN,Photo,0.16,310,310
261,0.8871,0.9402,0.8871,1.0,0,275,0,35,GCN,Photo,0.16,310,310
262,0.9097,0.9527,0.9097,1.0,0,282,0,28,SkipNodeGCN,Photo,0.16,310,310
263,0.9161,0.9562,0.9161,1.0,0,284,0,26,DropEdgeGCN,Photo,0.16,310,310
264,0.9635,0.9814,0.9635,1.0,0,317,0,12,RGCN,Photo,0.17,329,329
265,0.8845,0.9387,0.8845,1.0,0,291,0,38,GCN,Photo,0.17,329,329
266,0.9119,0.9539,0.9119,1.0,0,300,0,29,SkipNodeGCN,Photo,0.17,329,329
267,0.9483,0.9735,0.9483,1.0,0,312,0,17,DropEdgeGCN,Photo,0.17,329,329
268,0.9885,0.9942,0.9885,1.0,0,345,0,4,RGCN,Photo,0.18,349,349
269,0.937,0.9675,0.937,1.0,0,327,0,22,GCN,Photo,0.18,349,349
270,0.8739,0.9327,0.8739,1.0,0,305,0,44,SkipNodeGCN,Photo,0.18,349,349
271,0.8596,0.9245,0.8596,1.0,0,300,0,49,DropEdgeGCN,Photo,0.18,349,349
272,0.9918,0.9959,0.9918,1.0,0,365,0,3,RGCN,Photo,0.19,368,368
273,0.894,0.944,0.894,1.0,0,329,0,39,GCN,Photo,0.19,368,368
274,0.9701,0.9848,0.9701,1.0,0,357,0,11,SkipNodeGCN,Photo,0.19,368,368
275,0.9266,0.9619,0.9266,1.0,0,341,0,27,DropEdgeGCN,Photo,0.19,368,368
276,0.9768,0.9883,0.9768,1.0,0,379,0,9,RGCN,Photo,0.2,388,388
277,0.9562,0.9776,0.9562,1.0,0,371,0,17,GCN,Photo,0.2,388,388
278,0.9149,0.9556,0.9149,1.0,0,355,0,33,SkipNodeGCN,Photo,0.2,388,388
279,0.9124,0.9542,0.9124,1.0,0,354,0,34,DropEdgeGCN,Photo,0.2,388,388
280,0.9754,0.9876,0.9754,1.0,0,397,0,10,RGCN,Photo,0.21,407,407
281,0.9459,0.9722,0.9459,1.0,0,385,0,22,GCN,Photo,0.21,407,407
282,0.9459,0.9722,0.9459,1.0,0,385,0,22,SkipNodeGCN,Photo,0.21,407,407
283,0.9115,0.9537,0.9115,1.0,0,371,0,36,DropEdgeGCN,Photo,0.21,407,407
284,0.9813,0.9905,0.9813,1.0,0,419,0,8,RGCN,Photo,0.22,427,427
285,0.9415,0.9698,0.9415,1.0,0,402,0,25,GCN,Photo,0.22,427,427
